Date,PB_sales,Pplay_Sales,Pot,Price_Per_Tix,Num_Tix
12/27/2000,7890641,,33,1,7890641
12/23/2000,9359367,,28,1,9359367
12/20/2000,7699958,,24,1,7699958
12/16/2000,8168083,,20,1,8168083
12/13/2000,6870148,,16,1,6870148
12/9/2000,7925823,,14,1,7925823
12/6/2000,7046560,,12,1,7046560
12/2/2000,8323046,,10,1,8323046
11/29/2000,48007720,,130,1,48007720
11/25/2000,27616901,,105,1,27616901
11/22/2000,24244062,,92,1,24244062
11/18/2000,18217356,,78,1,18217356
11/15/2000,15363299,,70,1,15363299
11/11/2000,13571497,,62,1,13571497
11/8/2000,10983474,,54,1,10983474
11/4/2000,11005648,,47,1,11005648
11/1/2000,9156461,,42,1,9156461
10/28/2000,9133387,,37,1,9133387
10/25/2000,7812031,,32,1,7812031
10/21/2000,8057753,,28,1,8057753
10/18/2000,6882598,,24,1,6882598
10/14/2000,7689802,,21,1,7689802
10/11/2000,6349776,,18,1,6349776
10/7/2000,7176187,,16,1,7176187
10/4/2000,6218928,,14,1,6218928
9/30/2000,6911892,,12,1,6911892
9/27/2000,5874304,,10,1,5874304
9/23/2000,8363155,,29,1,8363155
9/20/2000,7166557,,25,1,7166557
9/16/2000,7783310,,21,1,7783310
9/13/2000,6557801,,18,1,6557801
9/9/2000,7306535,,16,1,7306535
9/6/2000,6107990,,14,1,6107990
9/2/2000,7182578,,12,1,7182578
8/30/2000,5987591,,10,1,5987591
8/26/2000,7317120,,14,1,7317120
8/23/2000,6355564,,12,1,6355564
8/19/2000,7142643,,10,1,7142643
8/16/2000,7443529,,23,1,7443529
8/12/2000,7999316,,19,1,7999316
8/9/2000,6872179,,16,1,6872179
8/5/2000,7611868,,14,1,7611868
8/2/2000,6580687,,12,1,6580687
7/29/2000,7245052,,10,1,7245052
7/26/2000,6719122,,10,1,6719122
7/22/2000,13817359,,65,1,13817359
7/19/2000,11384507,,57,1,11384507
7/15/2000,11575918,,51,1,11575918
7/12/2000,9559205,,45,1,9559205
7/8/2000,9904277,,40,1,9904277
7/5/2000,7808775,,36,1,7808775
7/1/2000,8971209,,31,1,8971209
6/28/2000,7542006,,27,1,7542006
6/24/2000,8193996,,23,1,8193996
6/21/2000,6947332,,18,1,6947332
6/17/2000,7686673,,16,1,7686673
6/14/2000,6630878,,14,1,6630878
6/10/2000,7358539,,12,1,7358539
6/7/2000,6477056,,10,1,6477056
6/3/2000,7777539,,12,1,7777539
5/31/2000,6686026,,10,1,6686026
5/27/2000,13668488,,61,1,13668488
5/24/2000,11340234,,54,1,11340234
5/20/2000,11309298,,48,1,11309298
5/17/2000,9866708,,41,1,9866708
5/13/2000,9889051,,35,1,9889051
5/10/2000,8972394,,28,1,8972394
5/6/2000,9542893,,23,1,9542893
5/3/2000,7682962,,18,1,7682962
4/29/2000,8177531,,14,1,8177531
4/26/2000,6992779,,12,1,6992779
4/22/2000,8788695,,10,1,8788695
4/19/2000,18308581,,80,1,18308581
4/15/2000,16865767,,70,1,16865767
4/12/2000,13466748,,60,1,13466748
4/8/2000,13032646,,54,1,13032646
4/5/2000,10729655,,46,1,10729655
4/1/2000,11377659,,40,1,11377659
3/29/2000,9187775,,34,1,9187775
3/25/2000,9699923,,28,1,9699923
3/22/2000,8207077,,23,1,8207077
3/18/2000,8832165,,18,1,8832165
3/15/2000,7595591,,14,1,7595591
3/11/2000,8552240,,12,1,8552240
3/8/2000,8597558,,10,1,8597558
3/4/2000,77092846,,150,1,77092846
3/1/2000,43695461,,100,1,43695461
2/26/2000,24206015,,83,1,24206015
2/23/2000,17993097,,70,1,17993097
2/19/2000,14950267,,60,1,14950267
2/16/2000,12069606,,51,1,12069606
2/12/2000,10972799,,45,1,10972799
2/9/2000,8744437,,38,1,8744437
2/5/2000,9164858,,33,1,9164858
2/2/2000,7435126,,28,1,7435126
1/29/2000,7890695,,24,1,7890695
1/26/2000,6415603,,19,1,6415603
1/22/2000,7159403,,16,1,7159403
1/19/2000,6207533,,14,1,6207533
1/15/2000,7022703,,12,1,7022703
1/12/2000,6083918,,10,1,6083918
1/8/2000,8933349,,32,1,8933349
1/5/2000,7341947,,27,1,7341947
1/1/2000,8320166,,23,1,8320166
12/29/1999,7057116,,19,1,7057116
12/25/1999,6838956,,16,1,6838956
12/22/1999,6705382,,14,1,6705382
12/18/1999,7228949,,12,1,7228949
12/15/1999,6570626,,10,1,6570626
12/11/1999,11142915,,48,1,11142915
12/8/1999,9571667,,42,1,9571667
12/4/1999,9559328,,37,1,9559328
12/1/1999,8258573,,32,1,8258573
11/27/1999,7966471,,27,1,7966471
11/24/1999,7580900,,23,1,7580900
11/20/1999,7864316,,19,1,7864316
11/17/1999,6724712,,16,1,6724712
11/13/1999,7528591,,14,1,7528591
11/10/1999,6496770,,12,1,6496770
11/6/1999,7262748,,10,1,7262748
11/3/1999,6631815,,10,1,6631815
10/30/1999,14177548,,61,1,14177548
10/27/1999,11463916,,53,1,11463916
10/23/1999,10976254,,46,1,10976254
10/20/1999,9173932,,40,1,9173932
10/16/1999,9232452,,34,1,9232452
10/13/1999,7728665,,29,1,7728665
10/9/1999,8404123,,25,1,8404123
10/6/1999,7033357,,19,1,7033357
10/2/1999,7794517,,16,1,7794517
9/29/1999,6546234,,14,1,6546234
9/25/1999,7286141,,12,1,7286141
9/22/1999,6411063,,10,1,6411063
9/18/1999,10374333,,41,1,10374333
9/15/1999,8675114,,36,1,8675114
9/11/1999,9199393,,31,1,9199393
9/8/1999,7558521,,25,1,7558521
9/4/1999,8558281,,21,1,8558281
9/1/1999,7038882,,16,1,7038882
8/28/1999,7711916,,14,1,7711916
8/25/1999,6730374,,12,1,6730374
8/21/1999,7656491,,10,1,7656491
8/18/1999,8709488,,32,1,8709488
8/14/1999,9132088,,27,1,9132088
8/11/1999,7793571,,21,1,7793571
8/7/1999,8304029,,17,1,8304029
8/4/1999,7239467,,14,1,7239467
7/31/1999,7909455,,12,1,7909455
7/28/1999,6957291,,10,1,6957291
7/24/1999,10049501,,34,1,10049501
7/21/1999,8658223,,27,1,8658223
7/17/1999,9302002,,23,1,9302002
7/14/1999,8038837,,18,1,8038837
7/10/1999,8504270,,14,1,8504270
7/7/1999,7259169,,12,1,7259169
7/3/1999,8822458,,10,1,8822458
6/30/1999,69797117,,145,1,69797117
6/26/1999,39028119,,100,1,39028119
6/23/1999,23185915,,88,1,23185915
6/19/1999,18460078,,77,1,18460078
6/16/1999,14508839,,67,1,14508839
6/12/1999,12952631,,58,1,12952631
6/9/1999,10935748,,50,1,10935748
6/5/1999,10769114,,45,1,10769114
6/2/1999,8445202,,39,1,8445202
5/29/1999,9330645,,34,1,9330645
5/26/1999,7784487,,29,1,7784487
5/22/1999,8497797,,25,1,8497797
5/19/1999,7359468,,21,1,7359468
5/15/1999,7955354,,17,1,7955354
5/12/1999,6768893,,14,1,6768893
5/8/1999,7643960,,12,1,7643960
5/5/1999,6774362,,10,1,6774362
5/1/1999,11593486,,47,1,11593486
4/28/1999,9901613,,41,1,9901613
4/24/1999,9897769,,36,1,9897769
4/21/1999,8564553,,30,1,8564553
4/17/1999,9148038,,25,1,9148038
4/14/1999,7622055,,20,1,7622055
4/10/1999,8226441,,17,1,8226441
4/7/1999,7177646,,14,1,7177646
4/3/1999,8360740,,12,1,8360740
3/31/1999,7322218,,10,1,7322218
3/27/1999,19708296,,70,1,19708296
3/24/1999,14840912,,60,1,14840912
3/20/1999,13529791,,52,1,13529791
3/17/1999,10541640,,45,1,10541640
3/13/1999,10903897,,40,1,10903897
3/10/1999,8617808,,34,1,8617808
3/6/1999,9222965,,28,1,9222965
3/3/1999,7803698,,24,1,7803698
2/27/1999,8470042,,20,1,8470042
2/24/1999,6968169,,16,1,6968169
2/20/1999,7864156,,14,1,7864156
2/17/1999,6590645,,12,1,6590645
2/13/1999,7483417,,10,1,7483417
2/10/1999,8212966,,28,1,8212966
2/6/1999,8967548,,24,1,8967548
2/3/1999,7427052,,19,1,7427052
1/30/1999,8202179,,16,1,8202179
1/27/1999,6924878,,14,1,6924878
1/23/1999,7790750,,12,1,7790750
1/20/1999,7014150,,10,1,7014150
1/16/1999,16686911,,66,1,16686911
1/13/1999,13247846,,57,1,13247846
1/9/1999,12142102,,50,1,12142102
1/6/1999,9912637,,45,1,9912637
1/2/1999,9020255,,40,1,9020255
12/30/1998,8823368,,35,1,8823368
12/26/1998,8256426,,30,1,8256426
12/23/1998,8092329,,26,1,8092329
12/19/1998,8351633,,23,1,8351633
12/16/1998,7039503,,18,1,7039503
12/12/1998,7814176,,16,1,7814176
12/9/1998,6721399,,14,1,6721399
12/5/1998,7615053,,12,1,7615053
12/2/1998,6609741,,10,1,6609741
11/28/1998,8899079,,32,1,8899079
11/25/1998,8359112,,28,1,8359112
11/21/1998,8764402,,24,1,8764402
11/18/1998,7566242,,20,1,7566242
11/14/1998,8289110,,16,1,8289110
11/11/1998,6909549,,14,1,6909549
11/7/1998,7961543,,12,1,7961543
11/4/1998,6917311,,10,1,6917311
10/31/1998,11717759,,45,1,11717759
10/28/1998,9940196,,40,1,9940196
10/24/1998,9959954,,34,1,9959954
10/21/1998,8412139,,29,1,8412139
10/17/1998,9221381,,25,1,9221381
10/14/1998,7800856,,20,1,7800856
10/10/1998,8507048,,16,1,8507048
10/7/1998,7428276,,14,1,7428276
10/3/1998,8429487,,12,1,8429487
9/30/1998,7285309,,10,1,7285309
9/26/1998,12671213,,49,1,12671213
9/23/1998,10808216,,43,1,10808216
9/19/1998,10946062,,38,1,10946062
9/16/1998,9499322,,32,1,9499322
9/12/1998,9832220,,27,1,9832220
9/9/1998,8479801,,23,1,8479801
9/5/1998,9587273,,18,1,9587273
9/2/1998,8198291,,14,1,8198291
8/29/1998,9108702,,12,1,9108702
8/26/1998,8239264,,10,1,8239264
8/22/1998,13675013,,43,1,13675013
8/19/1998,11595849,,35,1,11595849
8/15/1998,12397921,,30,1,12397921
8/12/1998,10648205,,22,1,10648205
8/8/1998,11012912,,17,1,11012912
8/5/1998,10065520,,12,1,10065520
8/1/1998,12778842,,10,1,12778842
7/29/1998,210850582,,250,1,210850582
7/25/1998,100306918,,180,1,100306918
7/22/1998,59979949,,125,1,59979949
7/18/1998,32529149,,95,1,32529149
7/15/1998,20625320,,80,1,20625320
7/11/1998,16347727,,69,1,16347727
7/8/1998,13843758,,60,1,13843758
7/4/1998,12583535,,54,1,12583535
7/1/1998,10715561,,48,1,10715561
6/27/1998,10846115,,42,1,10846115
6/24/1998,8985832,,36,1,8985832
6/20/1998,9686833,,32,1,9686833
6/17/1998,8219689,,28,1,8219689
6/13/1998,8764267,,24,1,8764267
6/10/1998,7474819,,19,1,7474819
6/6/1998,8246564,,16,1,8246564
6/3/1998,7414854,,14,1,7414854
5/30/1998,8078978,,12,1,8078978
5/27/1998,6933812,,10,1,6933812
5/23/1998,9192941,,10,1,9192941
5/20/1998,138549398,,175,1,138549398
5/16/1998,61984620,,113,1,61984620
5/13/1998,32046086,,85,1,32046086
5/9/1998,22360263,,70,1,22360263
5/6/1998,14567820,,58,1,14567820
5/2/1998,14000936,,50,1,14000936
4/29/1998,10543200,,44,1,10543200
4/25/1998,10076622,,39,1,10076622
4/22/1998,8382167,,33,1,8382167
4/18/1998,8519890,,29,1,8519890
4/15/1998,7209218,,25,1,7209218
4/11/1998,8021762,,21,1,8021762
4/8/1998,6562674,,18,1,6562674
4/4/1998,7613970,,16,1,7613970
4/1/1998,6295816,,14,1,6295816
3/28/1998,7158322,,12,1,7158322
3/25/1998,6113886,,10,1,6113886
3/21/1998,9121170,,28,1,9121170
3/18/1998,7717612,,23,1,7717612
3/14/1998,8390526,,19,1,8390526
3/11/1998,6854234,,16,1,6854234
3/7/1998,8045505,,14,1,8045505
3/4/1998,6847576,,12,1,6847576
2/28/1998,8074956,,10,1,8074956
2/25/1998,15260981,,55,1,15260981
2/21/1998,13963082,,48,1,13963082
2/18/1998,10745471,,40,1,10745471
2/14/1998,10601927,,35,1,10601927
2/11/1998,8638951,,30,1,8638951
2/7/1998,8938844,,26,1,8938844
2/4/1998,7362067,,21,1,7362067
1/31/1998,8046572,,18,1,8046572
1/28/1998,6537272,,16,1,6537272
1/24/1998,7465361,,14,1,7465361
1/21/1998,6249225,,12,1,6249225
1/17/1998,7193526,,10,1,7193526
1/14/1998,6138176,,10,1,6138176
1/10/1998,7496539,,10,1,7496539
1/7/1998,8075392,,25,1,8075392
1/3/1998,8460240,,20,1,8460240
12/31/1997,7950903,,17,1,7950903
12/27/1997,7192612,,14,1,7192612
12/24/1997,7694837,,12,1,7694837
12/20/1997,8044227,,10,1,8044227
12/17/1997,21397198,,66,1,21397198
12/13/1997,16514796,,58,1,16514796
12/10/1997,12212548,,48,1,12212548
12/6/1997,12018444,,41,1,12018444
12/3/1997,9472670,,35,1,9472670
11/29/1997,8820896,,30,1,8820896
11/26/1997,8094383,,26,1,8094383
11/22/1997,8318146,,22,1,8318146
11/19/1997,6676271,,18,1,6676271
11/15/1997,7501534,,16,1,7501534
11/12/1997,6216170,,14,1,6216170
11/8/1997,7133163,,12,1,7133163
11/5/1997,5829678,,10,1,5829678
