Date,PB_sales,Pplay_Sales,Pot,Price_Per_Tix,Num_Tix
4/13/2019,31326012,3464933,101,2,15663006
4/10/2019,26521906,2976932,84,2,13260953
4/6/2019,29051180,3321871,68,2,14525590
4/3/2019,26437826,3006024,54,2,13218913
3/30/2019,29940006,3383737,40,2,14970003
3/27/2019,268121884,19510057,768.4,2,134060942
3/23/2019,180596274,13655216,625,2,90298137
3/20/2019,142059682,10659299,550,2,71029841
3/16/2019,92996352,7622979,495,2,46498176
3/13/2019,74586756,6187631,448,2,37293378
3/9/2019,68792532,6031686,414,2,34396266
3/6/2019,52008350,4703458,381,2,26004175
3/2/2019,52518062,4935034,348,2,26259031
2/27/2019,44592024,4069603,322,2,22296012
2/23/2019,45766604,4304748,304,2,22883302
2/20/2019,36639354,3464733,282,2,18319677
2/16/2019,39845202,3860406,260,2,19922601
2/13/2019,35041034,3341850,242,2,17520517
2/9/2019,37420258,3685449,224,2,18710129
2/6/2019,33693472,3222982,204,2,16846736
2/2/2019,34817016,3554156,191,2,17408508
1/30/2019,29129006,2900720,174,2,14564503
1/26/2019,31955010,3288600,161,2,15977505
1/23/2019,27564294,2802352,144,2,13782147
1/19/2019,31171388,3221219,129,2,15585694
1/16/2019,27117258,2808251,112,2,13558629
1/12/2019,27908520,3012201,96,2,13954260
1/9/2019,24147638,2580772,82,2,12073819
1/5/2019,25968734,2872279,69,2,12984367
1/2/2019,25950558,2687385,53,2,12975279
12/29/2018,28671968,3069411,40,2,14335984
12/26/2018,43501602,3908164,298.3,2,21750801
12/22/2018,38994362,3801620,281,2,19497181
12/19/2018,33480578,3286082,262,2,16740289
12/15/2018,35483600,3590342,246,2,17741800
12/12/2018,31379884,3148165,230,2,15689942
12/8/2018,33448932,3480604,217,2,16724466
12/5/2018,30543054,3096346,200,2,15271527
12/1/2018,31609290,3360984,183,2,15804645
11/28/2018,27877814,2899590,171,2,13938907
11/24/2018,28250576,3053742,155,2,14125288
11/21/2018,30136074,3111758,139,2,15068037
11/17/2018,30385258,3265669,124,2,15192629
11/14/2018,26871040,2822472,107,2,13435520
11/10/2018,28910624,3142387,92,2,14455312
11/7/2018,25704060,2779857,71,2,12852030
11/3/2018,29445326,3274431,53,2,14722663
10/31/2018,27779792,2973968,40,2,13889896
10/27/2018,172827840,12960191,687.8,2,86413920
10/24/2018,239698028,16498213,620,2,119849014
10/20/2018,181349524,13130011,430,2,90674762
10/17/2018,111342204,8361372,345,2,55671102
10/13/2018,67461068,5684268,314,2,33730534
10/10/2018,48050510,4174657,282,2,24025255
10/6/2018,45213008,4216248,253,2,22606504
10/3/2018,37318426,3523069,229,2,18659213
9/29/2018,37015830,3668523,213,2,18507915
9/26/2018,30337722,3007942,193,2,15168861
9/22/2018,31598040,3233931,178,2,15799020
9/19/2018,27395698,2781752,163,2,13697849
9/15/2018,29733888,3059648,147,2,14866944
9/12/2018,26297552,2707503,132,2,13148776
9/8/2018,28315432,3014676,114,2,14157716
9/5/2018,24136414,2567574,100,2,12068207
9/1/2018,26042204,2878473,90,2,13021102
8/29/2018,21737270,2368323,80,2,10868635
8/25/2018,24605038,2729994,70,2,12302519
8/22/2018,21466574,2366192,60,2,10733287
8/18/2018,24232630,2683160,50,2,12116315
8/15/2018,21516982,2356079,40,2,10758491
8/11/2018,44202534,4054189,245.6,2,22101267
8/8/2018,40026648,3620810,223,2,20013324
8/4/2018,40160196,3768385,203,2,20080098
8/1/2018,32829698,3129202,187,2,16414849
7/28/2018,33377746,3328817,168,2,16688873
7/25/2018,35691998,3352231,147,2,17845999
7/21/2018,34669862,3449971,130,2,17334931
7/18/2018,27916646,2837254,110,2,13958323
7/14/2018,30023546,3130854,100,2,15011773
7/11/2018,23623992,2511499,90,2,11811996
7/7/2018,25167654,2764361,80,2,12583827
7/4/2018,21648058,2337861,70,2,10824029
6/30/2018,24592874,2751152,60,2,12296437
6/27/2018,21089532,2318905,50,2,10544766
6/23/2018,24224306,2675090,40,2,12112153
6/20/2018,28824036,2895375,150.4,2,14412018
6/16/2018,31639224,3254532,137,2,15819612
6/13/2018,27631664,2827372,121,2,13815832
6/9/2018,29527152,3110713,105,2,14763576
6/6/2018,24522080,2653442,87,2,12261040
6/2/2018,27371306,3038277,74,2,13685653
5/30/2018,22131814,2449870,60,2,11065907
5/26/2018,25745054,2872889,50,2,12872527
5/23/2018,22910442,2512406,40,2,11455221
5/19/2018,53547824,4714367,315,2,26773912
5/16/2018,43653326,3859160,280,2,21826663
5/12/2018,45947538,4164623,257,2,22973769
5/9/2018,40479512,3667166,233,2,20239756
5/5/2018,40602162,3846314,215,2,20301081
5/2/2018,34439020,3277430,195,2,17219510
4/28/2018,36210458,3514071,177,2,18105229
4/25/2018,31911952,3078550,158,2,15955976
4/21/2018,34586912,3438946,142,2,17293456
4/18/2018,29848500,2914882,122,2,14924250
4/14/2018,32426648,3329395,106,2,16213324
4/11/2018,26108290,2740192,89,2,13054145
4/7/2018,28615434,3073768,74,2,14307717
4/4/2018,23836474,2582584,60,2,11918237
3/31/2018,31875956,3267697,50,2,15937978
3/28/2018,24894038,2658286,40,2,12447019
3/24/2018,28206532,3042449,55.9,2,14103266
3/21/2018,24681712,2643891,40,2,12340856
3/17/2018,89582428,7167254,456.7,2,44791214
3/14/2018,72492378,5791371,420,2,36246189
3/10/2018,63191186,5400940,385,2,31595593
3/7/2018,54714824,4684704,348,2,27357412
3/3/2018,55422738,4990306,321,2,27711369
2/28/2018,45712126,4036180,293,2,22856063
2/24/2018,45733736,4236231,269,2,22866868
2/21/2018,39219666,3553199,246,2,19609833
2/17/2018,42525078,3943518,223,2,21262539
2/14/2018,37030108,3460453,203,2,18515054
2/10/2018,36681166,3588581,184,2,18340583
2/7/2018,31305276,3082689,165,2,15652638
2/3/2018,35875122,3673128,145,2,17937561
1/31/2018,30194364,2988579,127,2,15097182
1/27/2018,33101656,3351034,112,2,16550828
1/24/2018,27141800,2780001,92,2,13570900
1/20/2018,30049118,3123436,78,2,15024559
1/17/2018,24774300,2560890,62,2,12387150
1/13/2018,28587842,3029208,50,2,14293921
1/10/2018,26996476,2788211,40,2,13498238
1/6/2018,201692088,14415080,559.7,2,100846044
1/3/2018,149143678,10399717,460,2,74571839
12/30/2017,114268872,8661334,384,2,57134436
12/27/2017,63996728,5052494,337,2,31998364
12/23/2017,66703416,5417829,300,2,33351708
12/20/2017,48535172,4109136,269,2,24267586
12/16/2017,45240888,4039509,250,2,22620444
12/13/2017,38638204,3441040,229,2,19319102
12/9/2017,38259490,3510504,212,2,19129745
12/6/2017,32978968,3105536,193,2,16489484
12/2/2017,33842134,3144938,177,2,16921067
11/29/2017,29306014,2662866,163,2,14653007
11/25/2017,28442720,2721992,149,2,14221360
11/22/2017,29925352,2767370,134,2,14962676
11/18/2017,29509730,2807194,119,2,14754865
11/15/2017,26385356,2502567,103,2,13192678
11/11/2017,26639324,2627599,90,2,13319662
11/8/2017,23435234,2337920,75,2,11717617
11/4/2017,25735618,2584601,64,2,12867809
11/1/2017,22186600,2255609,52,2,11093300
10/28/2017,24373782,2465682,40,2,12186891
10/25/2017,34858690,3045883,191,2,17429345
10/21/2017,35624078,3233638,173,2,17812039
10/18/2017,31371272,2859066,156,2,15685636
10/14/2017,32707574,3061935,143,2,16353787
10/11/2017,28477244,2686743,128,2,14238622
10/7/2017,30185504,2919885,112,2,15092752
10/4/2017,25693148,2553726,94,2,12846574
9/30/2017,27008488,2723829,80,2,13504244
9/27/2017,23303788,2348361,66,2,11651894
9/23/2017,24972612,2572387,53,2,12486306
9/20/2017,22491096,2604402,40,2,11245548
9/16/2017,33006810,3344676,132,2,16503405
9/13/2017,28866102,2894781,115,2,14433051
9/9/2017,31563578,3176666,102,2,15781789
9/6/2017,26795516,2717247,83,2,13397758
9/2/2017,30533970,3324657,68,2,15266985
8/30/2017,26629554,2842126,53,2,13314777
8/26/2017,30726184,3293831,40,2,15363092
8/23/2017,457683204,29827564,758.7,2,228841602
8/19/2017,227374398,15519003,535,2,113687199
8/16/2017,129941192,9255981,430,2,64970596
8/12/2017,107894982,8149617,356,2,53947491
8/9/2017,76183440,5964993,307,2,38091720
8/5/2017,57610230,5000291,286,2,28805115
8/2/2017,41757190,3778100,261,2,20878595
7/29/2017,42451532,3952777,239,2,21225766
7/26/2017,36596148,3375550,220,2,18298074
7/22/2017,37852066,3615234,205,2,18926033
7/19/2017,32074744,3092938,187,2,16037372
7/15/2017,34337890,3374244,172,2,17168945
7/12/2017,30129106,2936813,155,2,15064553
7/8/2017,31734290,3200108,140,2,15867145
7/5/2017,26095178,2649109,121,2,13047589
7/1/2017,29542492,3097862,106,2,14771246
6/28/2017,24563314,2584623,92,2,12281657
6/24/2017,26136296,2811853,79,2,13068148
6/21/2017,22935404,2461796,64,2,11467702
6/17/2017,25546894,2770104,52,2,12773447
6/14/2017,23023054,2426778,40,2,11511527
6/10/2017,134117452,9453046,448.7,2,67058726
6/7/2017,89237106,6474800,375,2,44618553
6/3/2017,77393730,6005951,337,2,38696865
5/31/2017,61706222,4780775,302,2,30853111
5/27/2017,53974574,4468048,275,2,26987287
5/24/2017,47345376,3873175,250,2,23672688
5/20/2017,46889334,4058813,228,2,23444667
5/17/2017,41945038,3594560,204,2,20972519
5/13/2017,38860452,3574279,184,2,19430226
5/10/2017,34333024,3149523,165,2,17166512
5/6/2017,35216844,3368587,147,2,17608422
5/3/2017,31192354,2991480,130,2,15596177
4/29/2017,31809628,3192494,113,2,15904814
4/26/2017,28452234,2782692,100,2,14226117
4/22/2017,28016384,2909522,90,2,14008192
4/19/2017,24172228,2514027,80,2,12086114
4/15/2017,26616188,2771396,70,2,13308094
4/12/2017,23049888,2440268,60,2,11524944
4/8/2017,24961042,2703745,50,2,12480521
4/5/2017,22090536,2379140,40,2,11045268
4/1/2017,25902820,2840504,60,2,12951410
3/29/2017,22467958,2421512,50,2,11233979
3/25/2017,25737424,2775694,40,2,12868712
3/22/2017,32554602,3161182,155,2,16277301
3/18/2017,34900242,3486217,141,2,17450121
3/15/2017,29851224,2995984,123,2,14925612
3/11/2017,32550214,3344208,104,2,16275107
3/8/2017,26936478,2847616,85,2,13468239
3/4/2017,28868654,3154145,68,2,14434327
3/1/2017,25012404,2648030,53,2,12506202
2/25/2017,27777408,2910938,40,2,13888704
2/22/2017,149905498,10185004,435.3,2,74952749
2/18/2017,83331392,6274039,349,2,41665696
2/15/2017,67509258,5153428,310,2,33754629
2/11/2017,56292320,4652739,285,2,28146160
2/8/2017,49916734,4066235,255,2,24958367
2/4/2017,49276582,4201107,229,2,24638291
2/1/2017,41339944,3529639,206,2,20669972
1/28/2017,37642712,3484916,187,2,18821356
1/25/2017,31178460,2962730,170,2,15589230
1/21/2017,33115134,3238280,153,2,16557567
1/18/2017,28308190,2800057,135,2,14154095
1/14/2017,31820822,3175470,121,2,15910411
1/11/2017,26361692,2645418,106,2,13180846
1/7/2017,26368706,2702423,94,2,13184353
1/4/2017,23867632,2473928,80,2,11933816
12/31/2016,32118732,3258262,70,2,16059366
12/28/2016,22553992,2370877,60,2,11276996
12/24/2016,30022848,3015772,50,2,15011424
12/21/2016,22726668,2373591,40,2,11363334
12/17/2016,32263346,3126813,121.6,2,16131673
12/14/2016,29458404,2804505,100,2,14729202
12/10/2016,28258756,2860048,85,2,14129378
12/7/2016,24610904,2499693,67,2,12305452
12/3/2016,26782142,2793293,54,2,13391071
11/30/2016,23145668,2351607,40,2,11572834
11/26/2016,94533644,6840650,420.9,2,47266822
11/23/2016,74294276,5500368,359,2,37147138
11/19/2016,60763296,4818669,320,2,30381648
11/16/2016,50086188,4017932,293,2,25043094
11/12/2016,46889864,4013756,258,2,23444932
11/9/2016,41636032,3502988,236,2,20818016
11/5/2016,42956768,3802515,217,2,21478384
11/2/2016,35891196,3228429,198,2,17945598
10/29/2016,35303704,3310695,180,2,17651852
10/26/2016,31304674,2900486,164,2,15652337
10/22/2016,33173498,3173518,151,2,16586749
10/19/2016,29294512,2770496,136,2,14647256
10/15/2016,31370892,3066567,122,2,15685446
10/12/2016,27079104,2658174,107,2,13539552
10/8/2016,27361708,2805904,91,2,13680854
10/5/2016,24639824,2553941,80,2,12319912
10/1/2016,27058640,2883956,70,2,13529320
9/28/2016,23116626,2416779,60,2,11558313
9/24/2016,25267522,2652582,50,2,12633761
9/21/2016,22462360,2311038,40,2,11231180
9/17/2016,44231724,3971731,244,2,22115862
9/14/2016,39590258,3493659,222,2,19795129
9/10/2016,40342579,3724955,205,2,20171289.5
9/7/2016,33546728,3121924,186,2,16773364
9/3/2016,37152208,3559387,170,2,18576104
8/31/2016,32026026,2993551,154,2,16013013
8/27/2016,34481088,3314556,142,2,17240544
8/24/2016,30629692,2907726,127,2,15314846
8/20/2016,32849886,3233267,110,2,16424943
8/17/2016,27911078,2770792,94,2,13955539
8/13/2016,30029386,3070202,82,2,15014693
8/10/2016,26374638,2665046,67,2,13187319
8/6/2016,29037382,2976605,52,2,14518691
8/3/2016,27186128,2704867,40,2,13593064
7/29/2016,136722250,9400694,487,2,68361125
7/26/2016,100687710,7061377,422,2,50343855
7/23/2016,67447786,5286268,390,2,33723893
7/20/2016,58703720,4648849,361,2,29351860
7/16/2016,57802204,4822969,333,2,28901102
7/13/2016,51529112,4244942,311,2,25764556
7/9/2016,56912314,4869927,288,2,28456157
7/6/2016,51580224,4368361,257,2,25790112
7/2/2016,51203844,4580648,243,2,25601922
6/29/2016,39756020,3581864,222,2,19878010
6/25/2016,38946942,3723221,203,2,19473471
6/22/2016,32290936,3133890,184,2,16145468
6/18/2016,33986378,3378526,169,2,16993189
6/15/2016,30117464,2980922,153,2,15058732
6/11/2016,31869688,3231680,141,2,15934844
6/8/2016,28791514,2898268,123,2,14395757
6/4/2016,31161584,3228115,110,2,15580792
6/1/2016,26769328,2742774,100,2,13384664
5/28/2016,27774836,2970047,90,2,13887418
5/25/2016,24610048,2618702,80,2,12305024
5/21/2016,27239338,2925160,70,2,13619669
5/18/2016,24260628,2599084,60,2,12130314
5/14/2016,26710594,2848809,50,2,13355297
5/11/2016,24572226,2530420,40,2,12286113
5/7/2016,147961958,10000844,429,2,73980979
5/4/2016,91372322,6543617,361,2,45686161
4/30/2016,61976652,5059272,314,2,30988326
4/27/2016,49148452,4091488,282,2,24574226
4/23/2016,47407264,4098868,251,2,23703632
4/20/2016,43028710,3680740,227,2,21514355
4/16/2016,42463458,3835937,205,2,21231729
4/13/2016,35666504,3286958,184,2,17833252
4/9/2016,36083820,3454976,168,2,18041910
4/6/2016,32345444,3122114,148,2,16172722
4/2/2016,34201448,3437170,135,2,17100724
3/30/2016,29665490,2952127,116,2,14832745
3/26/2016,32052008,3183362,101,2,16026004
3/23/2016,26728382,2751024,90,2,13364191
3/19/2016,28461130,3012116,80,2,14230565
3/16/2016,25639626,2702203,70,2,12819813
3/12/2016,27640256,2979576,60,2,13820128
3/9/2016,24962442,2679607,50,2,12481221
3/5/2016,29205358,3110256,40,2,14602679
3/2/2016,51538444,4409707,291.4,2,25769222
2/27/2016,50206284,4502871,266,2,25103142
2/24/2016,45245596,4003501,236,2,22622798
2/20/2016,45731386,4171396,212,2,22865693
2/17/2016,37750784,3517675,189,2,18875392
2/13/2016,40079550,3832816,171,2,20039775
2/10/2016,36547620,3458539,157,2,18273810
2/6/2016,38882640,3840645,136,2,19441320
2/3/2016,35512044,3499156,112,2,17756022
1/30/2016,35939628,3692738,96,2,17969814
1/27/2016,32033346,3297846,75,2,16016673
1/23/2016,33437096,3480880,60,2,16718548
1/20/2016,35845424,3498218,50,2,17922712
1/16/2016,48484312,4555607,40,2,24242156
1/13/2016,1270206274,73128409,1580,2,635103137
1/9/2016,880642344,49356071,947.9,2,440321172
1/6/2016,352287260,20349888,528.5,2,176143630
1/2/2016,108257204,7547996,334,2,54128602
12/30/2015,81857312,5760737,300,2,40928656
12/26/2015,52097324,4172123,255,2,26048662
12/23/2015,54319258,4243966,227,2,27159629
12/19/2015,46794394,3926457,202,2,23397197
12/16/2015,36957036,3191783,180,2,18478518
12/12/2015,36662540,3316183,164,2,18331270
12/9/2015,32622162,2923265,145,2,16311081
12/5/2015,32694022,3077783,127,2,16347011
12/2/2015,28787014,2683235,110,2,14393507
11/28/2015,26971156,2690519,100,2,13485578
11/25/2015,26087034,2602355,90,2,13043517
11/21/2015,25097524,2603070,80,2,12548762
11/18/2015,22075844,2298678,70,2,11037922
11/14/2015,24231802,2585112,60,2,12115901
11/11/2015,20825416,2213546,50,2,10412708
11/7/2015,23900282,2547374,40,2,11950141
11/4/2015,32324762,3049370,142,2,16162381
10/31/2015,32751414,3177738,127,2,16375707
10/28/2015,27942176,2684132,110,2,13971088
10/24/2015,30270326,2955762,100,2,15135163
10/21/2015,24895028,2496709,90,2,12447514
10/17/2015,26255326,2700970,80,2,13127663
10/14/2015,23219104,2380290,70,2,11609552
10/10/2015,24599042,2562917,60,2,12299521
10/7/2015,21151912,2159819,50,2,10575956
10/3/2015,24893024,2568995,40,2,12446512
9/30/2015,99784900,6731485,310.5,2,49892450
9/26/2015,64156118,4929092,267,2,32078059
9/23/2015,57254160,4371191,235,2,28627080
9/19/2015,50682002,4162664,208,2,25341001
9/16/2015,40527626,3528968,185,2,20263813
9/12/2015,38171638,3490075,167,2,19085819
9/9/2015,32494668,2971895,149,2,16247334
9/5/2015,34564486,3277294,133,2,17282243
9/2/2015,30738428,2871876,120,2,15369214
8/29/2015,31535718,2999555,110,2,15767859
8/26/2015,28627382,2667633,100,2,14313691
8/22/2015,27132588,2702129,90,2,13566294
8/19/2015,23742834,2346269,80,2,11871417
8/15/2015,25442820,2575041,70,2,12721410
8/12/2015,22232156,2229539,60,2,11116078
8/8/2015,23689534,2450246,50,2,11844767
8/5/2015,21058200,2165601,40,2,10529100
8/1/2015,31901522,3086133,110,2,15950761
7/29/2015,28070122,2611097,100,2,14035061
7/25/2015,26358258,2622866,90,2,13179129
7/22/2015,22467226,2267405,80,2,11233613
7/18/2015,24064320,2482183,70,2,12032160
7/15/2015,21243282,2186623,60,2,10621641
7/11/2015,23136218,2407677,50,2,11568109
7/8/2015,20566096,2133924,40,2,10283048
7/4/2015,24472568,2519122,70,2,12236284
7/1/2015,21975838,2267410,60,2,10987919
6/27/2015,23500392,2446148,50,2,11750196
6/24/2015,20860316,2140487,40,2,10430158
6/20/2015,26742492,2675807,80,2,13371246
6/17/2015,23542344,2356631,70,2,11771172
6/13/2015,25204170,2597997,60,2,12602085
6/10/2015,22393990,2290099,50,2,11196995
6/6/2015,25094816,2559181,40,2,12547408
6/3/2015,39856036,3500411,188,2,19928018
5/30/2015,39170600,3582846,171,2,19585300
5/27/2015,33084166,3000390,154,2,16542083
5/23/2015,35166946,3280823,138,2,17583473
5/20/2015,30597828,2863077,121,2,15298914
5/16/2015,31492778,3052200,110,2,15746389
5/13/2015,27903836,2678405,100,2,13951918
5/9/2015,27583482,2778726,90,2,13791741
5/6/2015,24320232,2430169,80,2,12160116
5/2/2015,26577550,2719893,70,2,13288775
4/29/2015,22565040,2299011,60,2,11282520
4/25/2015,24644804,2541675,50,2,12322402
4/22/2015,21680554,2221417,40,2,10840277
4/18/2015,25253474,2565681,50,2,12626737
4/15/2015,22473488,2282400,40,2,11236744
4/11/2015,28787694,2798883,80,2,14393847
4/8/2015,25547016,2500393,70,2,12773508
4/4/2015,28025420,2718966,60,2,14012710
4/1/2015,24503400,2433712,50,2,12251700
3/28/2015,25740984,2584432,40,2,12870492
3/25/2015,22958302,1202876,40,2,11479151
3/21/2015,26736720,2694618,50,2,13368360
3/18/2015,24374382,2436480,40,2,12187191
3/14/2015,39203604,3527630,137,2,19601802
3/11/2015,34576508,3102403,119,2,17288254
3/7/2015,35464016,3300377,100,2,17732008
3/4/2015,30138652,2864060,90,2,15069326
2/28/2015,29968068,2942250,80,2,14984034
2/25/2015,26701900,2610165,70,2,13350950
2/21/2015,27764748,2759797,60,2,13882374
2/18/2015,24750436,2438531,50,2,12375218
2/14/2015,29011614,2803257,40,2,14505807
2/11/2015,379050492,20556575,564.1,2,189525246
2/7/2015,146267368,9096390,394.9,2,73133684
2/4/2015,96760010,6450926,317,2,48380005
1/31/2015,73285296,5296084,289,2,36642648
1/28/2015,57972284,4207341,261,2,28986142
1/24/2015,55412660,4200267,230,2,27706330
1/21/2015,47474024,3598382,208,2,23737012
1/17/2015,42990736,3609281,194,2,21495368
1/14/2015,36241790,3068252,176,2,18120895
1/10/2015,36403186,3167408,162,2,18201593
1/7/2015,32096042,2774416,146,2,16048021
1/3/2015,32024614,2943548,131,2,16012307
12/31/2014,35143390,3064057,120,2,17571695
12/27/2014,28093884,2634320,110,2,14046942
12/24/2014,33880826,2935614,100,2,16940413
12/20/2014,26829430,2565619,90,2,13414715
12/17/2014,23325824,2238237,80,2,11662912
12/13/2014,25457952,2483276,70,2,12728976
12/10/2014,21940372,2147819,60,2,10970186
12/6/2014,23826250,2361364,50,2,11913125
12/3/2014,21189316,2100954,40,2,10594658
11/29/2014,25571126,2447023,90,2,12785563
11/26/2014,25597082,2359117,80,2,12798541
11/22/2014,26230686,2468558,70,2,13115343
11/19/2014,22623050,2137621,60,2,11311525
11/15/2014,25229772,2414172,50,2,12614886
11/12/2014,22622144,2128350,40,2,11311072
11/8/2014,47860870,3728969,203,2,23930435
11/5/2014,40186958,3227821,178,2,20093479
11/1/2014,38310224,3289309,159,2,19155112
10/29/2014,33638806,2840571,142,2,16819403
10/25/2014,34320960,2999860,125,2,17160480
10/22/2014,30426498,2675412,110,2,15213249
10/18/2014,31630790,2862639,100,2,15815395
10/15/2014,24940694,2349706,90,2,12470347
10/11/2014,26694518,2560793,80,2,13347259
10/8/2014,23752172,2286287,70,2,11876086
10/4/2014,25898918,2513826,60,2,12949459
10/1/2014,23152118,2260232,50,2,11576059
9/27/2014,25300628,2304387,40,2,12650314
9/24/2014,60074636,4031725,225,2,30037318
9/20/2014,50509168,3653219,196,2,25254584
9/17/2014,42070548,3140510,171,2,21035274
9/13/2014,39889050,3154867,149,2,19944525
9/10/2014,34954718,2767681,127,2,17477359
9/6/2014,34927144,2876984,110,2,17463572
9/3/2014,30712716,2552933,100,2,15356358
8/30/2014,28847454,2530882,90,2,14423727
8/27/2014,24388372,2180753,80,2,12194186
8/23/2014,25311554,2286318,70,2,12655777
8/20/2014,21940568,2007032,60,2,10970284
8/16/2014,24143578,2212894,50,2,12071789
8/13/2014,21209742,1954367,40,2,10604871
8/9/2014,28536954,2523068,90,2,14268477
8/6/2014,25472092,2249633,80,2,12736046
8/2/2014,27373050,2474744,70,2,13686525
7/30/2014,22939004,2059604,60,2,11469502
7/26/2014,24930534,2263455,50,2,12465267
7/23/2014,21826228,1981626,40,2,10913114
7/19/2014,26676210,2366938,60,2,13338105
7/16/2014,23621466,2104353,50,2,11810733
7/12/2014,25471908,2278182,40,2,12735954
7/9/2014,35144148,2764427,122,2,17572074
7/5/2014,33479402,2769116,101,2,16739701
7/2/2014,28407434,2385248,90,2,14203717
6/28/2014,28651984,2466072,80,2,14325992
6/25/2014,25561176,2200713,70,2,12780588
6/21/2014,27010302,2359404,60,2,13505151
6/18/2014,23884472,2092699,50,2,11942236
6/14/2014,27136016,2365631,40,2,13568008
6/11/2014,65287158,4211396,257,2,32643579
6/7/2014,57251954,3933610,221,2,28625977
6/4/2014,46708576,3292970,192,2,23354288
5/31/2014,43305488,3258064,173,2,21652744
5/28/2014,35176564,2680848,152,2,17588282
5/24/2014,35858982,2863167,132,2,17929491
5/21/2014,30025930,2454366,114,2,15012965
5/17/2014,31308206,2641534,100,2,15654103
5/14/2014,25483670,2204662,90,2,12741835
5/10/2014,27631562,2422005,80,2,13815781
5/7/2014,24688484,2193257,70,2,12344242
5/3/2014,26942550,2423560,60,2,13471275
4/30/2014,23111638,2112199,50,2,11555819
4/26/2014,26016988,2331166,40,2,13008494
4/23/2014,36747102,2823277,148.8,2,18373551
4/19/2014,37392468,2977902,128,2,18696234
4/16/2014,33095206,2650126,110,2,16547603
4/12/2014,31987612,2692923,94,2,15993806
4/9/2014,28003954,2403479,80,2,14001977
4/5/2014,29883772,2600808,70,2,14941886
4/2/2014,26453016,2316356,60,2,13226508
3/29/2014,27573672,2418931,50,2,13786836
3/26/2014,24247664,2140502,40,2,12123832
3/22/2014,32064856,2713675,96,2,16032428
3/19/2014,29630474,2521287,80,2,14815237
3/15/2014,30542376,2672628,70,2,15271188
3/12/2014,26464444,2328365,60,2,13232222
3/8/2014,28814004,2560782,50,2,14407002
3/5/2014,25588276,2289628,40,2,12794138
3/1/2014,30747816,2731133,60,2,15373908
2/26/2014,26006844,2311668,50,2,13003422
2/22/2014,28078212,2474524,40,2,14039106
2/19/2014,183031022,9725951,425,2,91515511
2/15/2014,84502534,5371280,330,2,42251267
2/12/2014,67249908,4231343,284,2,33624954
2/8/2014,61665430,4289462,247,2,30832715
2/5/2014,49510642,3513518,215,2,24755321
2/1/2014,49062416,3652635,194,2,24531208
1/29/2014,38257408,2849278,171,2,19128704
1/25/2014,39396676,3024755,152,2,19698338
1/22/2014,32714630,2550358,131,2,16357315
1/18/2014,35703424,2808955,113,2,17851712
1/15/2014,29454450,2379925,93,2,14727225
1/11/2014,29616924,2471203,80,2,14808462
1/8/2014,25761674,2171438,70,2,12880837
1/4/2014,27745090,2424741,60,2,13872545
1/1/2014,25121630,2142589,50,2,12560815
12/28/2013,26298198,2291901,40,2,13149099
12/25/2013,27289666,2180839,74,2,13644833
12/21/2013,28986882,2454016,60,2,14493441
12/18/2013,33401446,2627295,50,2,16700723
12/14/2013,35027210,2821941,40,2,17513605
12/11/2013,36818902,2875506,122,2,18409451
12/7/2013,35889328,2878427,100,2,17944664
12/4/2013,29444180,2480247,81,2,14722090
11/30/2013,28693078,2511683,70,2,14346539
11/27/2013,28182982,2384200,60,2,14091491
11/23/2013,29182882,2478792,50,2,14591441
11/20/2013,25934724,2223330,40,2,12967362
11/16/2013,40247988,3124671,130,2,20123994
11/13/2013,34678780,2714586,110,2,17339390
11/9/2013,33853702,2788199,87,2,16926851
11/6/2013,29779240,2484306,70,2,14889620
11/2/2013,32429546,2736941,60,2,16214773
10/30/2013,27830994,2325265,50,2,13915497
10/26/2013,31802548,2632295,40,2,15901274
10/23/2013,58508688,3808191,216,2,29254344
10/19/2013,52089906,3629488,186,2,26044953
10/16/2013,45357682,3220735,156,2,22678841
10/12/2013,44775232,3330984,133,2,22387616
10/9/2013,39054982,2951675,108,2,19527491
10/5/2013,36749138,2937071,86,2,18374569
10/2/2013,31931180,2609080,70,2,15965590
9/28/2013,33923886,2782901,60,2,16961943
9/25/2013,30244738,2485531,50,2,15122369
9/21/2013,32296040,2655854,40,2,16148020
9/18/2013,182773492,9376770,400,2,91386746
9/14/2013,101377126,5975893,317,2,50688563
9/11/2013,73685004,4582377,245,2,36842502
9/7/2013,66736054,4406037,203,2,33368027
9/4/2013,50164254,3504101,169,2,25082127
8/31/2013,52146876,3747894,142,2,26073438
8/28/2013,43157770,3122512,116,2,21578885
8/24/2013,40503768,3133849,92,2,20251884
8/21/2013,34274628,2708552,70,2,17137314
8/17/2013,36149700,2909404,60,2,18074850
8/14/2013,31379796,2530104,50,2,15689898
8/10/2013,32446598,2637288,40,2,16223299
8/7/2013,271009310,13395129,425,2,135504655
8/3/2013,118181040,6832065,300,2,59090520
7/31/2013,82014782,4815476,235,2,41007391
7/27/2013,63365314,4102876,196,2,31682657
7/24/2013,49399020,3319233,166,2,24699510
7/20/2013,47745826,3386585,141,2,23872913
7/17/2013,39692874,2877491,116,2,19846437
7/13/2013,37311468,2903099,94,2,18655734
7/10/2013,31435340,2489244,80,2,15717670
7/6/2013,31729376,2647891,70,2,15864688
7/3/2013,29854872,2471720,60,2,14927436
6/29/2013,31805792,2644358,50,2,15902896
